1,「プロローグ」
2,あと数秒でも遅れていれば、エレベーターの扉は閉まり、君と出会うことはなかったかもしれない。
3,このとき、俺はもう、名前も知らない君のことを、好きになっていたんだと思う――
4,しばらくの間、目が離せなかった。
5,その銀色の髪も。
6,それまでの俺の人生で出会ったどんな人よりも神秘的で、儚くて。
7,まだ、春の訪れにはほど遠い、冬の日の夜。
8,もし、自分の命の時間が、あらかじめ決まっていたとしたら、俺ならどう受け止めるだろう。
9,アイラ
10,カヅキ
11,コンスタンス
12,ザック
13,シェリー
14,タカオ
15,ツカサ
16,ミチル
17,レン
18,俺が君に気付いたのと、ほぼ同時だった。
19,声も出さず静かに涙を流していた君が振り返ったのは――
20,急遽決まった採用面接のために、なんとしてもその日のうちにスーツを買わなくちゃいけなかったからで。
21,泣き濡れた赤い瞳も。
22,窓の外の、色鮮やかに輝く冬の街を背景にして。
23,誰も乗っていないものだと思ったエレベーターの中。
24,閉店間際のショッピングモール。ちょうど閉まりかけたそのエレベーターに、ほとんど滑り込むようにして乗り込んだのは――
